,PersonID,DIV_CDE,DEGR_CDE,DEGREE_DESC,DTE_DEGR_CONFERRED,MAJOR_1,MAJOR_1_DESC
829,2690590,UG,BS   ,Bachelor of Science,5/3/22,BSMCO,MINISTERIAL LEADERSHIP: CHRISTIAN MINISTRY (SN)
830,2698570,UG,BS   ,Bachelor of Science,12/14/18,BSMNL,MINISTERIAL LEADERSHIP (SN)
831,4831890,UG,BS   ,Bachelor of Science,12/14/18,BSHUS,Human Services (SN)
832,87021900,UG,BS   ,Bachelor of Science,12/12/23,BSCSD,Communication Sciences & Disorders
833,59744930,UG,BA   ,Bachelor of Arts,4/26/19,BAICS,INTERCULTURAL STUDIES
834,59747590,UG,BS   ,Bachelor of Science,4/24/20,BSCYF,"CHILDREN, YOUTH, & FAMILY MINISTRIES"
835,59748920,UG,BS   ,Bachelor of Science,8/20/20,BSMLP,Ministerial Ldrsp: Pastoral Care & Counseling
836,59755570,UG,BS   ,Bachelor of Science,12/10/20,BSPSO,PSYCHOLOGY (SN)
837,59756900,UG,BS   ,Bachelor of Science,11/24/20,SDBIO,Secondary Biology
838,59758230,UG,BSW  ,Bachelor of Social Work,12/13/19,BSW,Social Work
839,59759560,UG,BS   ,Bachelor of Science,12/13/19,BSPSO,PSYCHOLOGY (SN)
840,59760890,UG,BS   ,Bachelor of Science,12/13/19,BSN,Nursing
841,59766210,UG,BS   ,Bachelor of Science,4/24/20,BSBPX,BUSINESS & PROFESSIONAL LEADERSHIP (SN)
842,59767540,UG,BS   ,Bachelor of Science,4/26/19,SDENG,Secondary English
843,59771530,UG,BS   ,Bachelor of Science,12/13/19,BSKEX,Kinesiology: Exercise Science
844,59780840,UG,BS   ,Bachelor of Science,6/30/20,BSLDR,Organizational Leadership
845,59782170,UG,BA   ,Bachelor of Arts,12/17/20,BAMUS,Music
846,59786160,UG,BS   ,Bachelor of Science,10/4/21,ESED5,Exceptional Student Education 4/1
847,59787490,UG,BS   ,Bachelor of Science,12/10/20,BSN,Nursing
848,59788820,UG,BS   ,Bachelor of Science,4/26/19,BSPR,PUBLIC RELATIONS
849,59790150,UG,BS   ,Bachelor of Science,4/24/20,BSBIM,Biology: Medical Sciences
850,59791480,UG,BSW  ,Bachelor of Social Work,7/10/20,BSW,Social Work
851,59794140,UG,BSW  ,Bachelor of Social Work,4/24/20,BSW,Social Work
852,59800790,UG,BS   ,Bachelor of Science,4/24/20,BSPSY,Psychology
853,59802120,UG,BS   ,Bachelor of Science,4/24/20,BSN,Nursing
854,59803450,UG,BA   ,Bachelor of Arts,4/26/19,BAWM,WORSHIP MINISTRIES
855,59807440,UG,BS   ,Bachelor of Science,4/24/20,BSPSY,Psychology
856,59808770,UG,BSW  ,Bachelor of Social Work,7/10/20,BSW,Social Work
857,59811430,UG,BBA  ,Bachelor of Busi Admin,5/3/22,BBAMC,MARKETING & COMMUNICATION (SN)
858,59812760,UG,BS   ,Bachelor of Science,4/24/20,BSPSY,Psychology
859,59815420,UG,BS   ,Bachelor of Science,6/30/21,BSN,Nursing
860,59816750,UG,BS   ,Bachelor of Science,4/24/20,BSCYF,"CHILDREN, YOUTH, & FAMILY MINISTRIES"
861,59819410,UG,BS   ,Bachelor of Science,12/13/19,BSLDR,Organizational Leadership
862,59820740,UG,BS   ,Bachelor of Science,4/24/20,ELEMK,Elementary Education
863,59822070,UG,BA   ,Bachelor of Arts,4/24/20,BAMDS,Multidisciplinary Studies
864,59824730,UG,BS   ,Bachelor of Science,12/13/19,BSMKT,Marketing
865,95442130,UG,AA   ,Associate of Arts,10/5/23,AAGN,General Education
866,68436480,UG,BS   ,Bachelor of Science,4/26/19,BSMNL,MINISTERIAL LEADERSHIP (SN)
867,43338050,UG,BS   ,Bachelor of Science,7/31/19,BSMNL,MINISTERIAL LEADERSHIP (SN)
868,59826060,UG,AML  ,Assoc Min Leadership,12/13/19,AML,Ministerial Leadership (SN)
869,59850000,UG,BS   ,Bachelor of Science,4/30/21,ESED5,Exceptional Student Education 4/1
870,59851330,UG,BA   ,Bachelor of Arts,4/24/20,BAMDS,Multidisciplinary Studies
871,59852660,UG,BS   ,Bachelor of Science,4/26/19,BSMGT,Management
872,59853990,UG,BS   ,Bachelor of Science,4/24/20,BSMGT,Management
873,59855320,UG,BS   ,Bachelor of Science,8/20/20,ELEMK,Elementary Education
874,59863300,UG,BS   ,Bachelor of Science,12/13/19,BSPSO,PSYCHOLOGY (SN)
875,59867290,UG,BA   ,Bachelor of Arts,4/26/19,BAGRD,Graphic Design
876,59868620,UG,BS   ,Bachelor of Science,4/24/20,BSCYF,"CHILDREN, YOUTH, & FAMILY MINISTRIES"
877,59872610,UG,BS   ,Bachelor of Science,12/13/19,BSMGT,Management
878,59873940,UG,BA   ,Bachelor of Arts,7/10/20,BAMDS,Multidisciplinary Studies
879,95484690,UG,BS   ,Bachelor of Science,12/10/21,BSBST,Business Studies
880,95495330,UG,BS   ,Bachelor of Science,5/2/23,BSDMD,Digital Media & Design (SN)
881,2855510,UG,BS   ,Bachelor of Science,4/30/21,ELEMK,Elementary Education
882,59877930,UG,BA   ,Bachelor of Arts,7/31/20,BAENG,ENGLISH
883,59879260,UG,BS   ,Bachelor of Science,4/24/20,BSSMB,SPORT MANAGEMENT: BUSINESS
884,59880590,UG,BA   ,Bachelor of Arts,12/13/19,BAMDS,Multidisciplinary Studies
885,59883250,UG,BS   ,Bachelor of Science,4/26/19,BSMKT,Marketing
886,59885910,UG,BS   ,Bachelor of Science,4/24/20,BIOPR,BIOLOGY: PRE-MED
887,59888570,UG,BS   ,Bachelor of Science,12/14/18,BSLDR,Organizational Leadership
888,59892560,UG,BS   ,Bachelor of Science,4/26/19,BSKPT,Kinesiology: Pre-Physical Therapy
889,59893890,UG,BS   ,Bachelor of Science,12/14/18,BSLDR,Organizational Leadership
890,59895220,UG,BS   ,Bachelor of Science,4/24/20,ELEMK,Elementary Education
891,59897880,UG,BA   ,Bachelor of Arts,7/10/20,BAICS,INTERCULTURAL STUDIES
892,59899210,UG,BS   ,Bachelor of Science,12/10/21,BSMAT,Mathematics
893,59900540,UG,BS   ,Bachelor of Science,4/24/20,BSMDM,MEDIA MINISTRY
894,59907190,UG,BS   ,Bachelor of Science,4/26/19,BSGRD,Graphic Design
895,59908520,UG,BBA  ,Bachelor of Busi Admin,4/30/21,BBA,Business Administration (SN)
896,59909850,UG,BA   ,Bachelor of Arts,12/13/19,BACOM,COMMUNICATION
897,59915170,UG,BS   ,Bachelor of Science,12/10/20,ELEMK,Elementary Education
898,59916500,UG,BS   ,Bachelor of Science,4/24/20,BSSMC,SPORT MANAGEMENT: COACHING
899,59917830,UG,BS   ,Bachelor of Science,12/13/19,BSLDR,Organizational Leadership
900,56123340,UG,BS   ,Bachelor of Science,4/24/20,BSPSO,PSYCHOLOGY (SN)
901,56124670,UG,BA   ,Bachelor of Arts,12/13/19,BAMDS,Multidisciplinary Studies
902,59919160,UG,BS   ,Bachelor of Science,4/24/20,BSMGT,Management
903,59920490,UG,BBA  ,Bachelor of Busi Admin,4/26/19,BBA,Business Administration (SN)
904,59923150,UG,BS   ,Bachelor of Science,12/13/19,BSACT,Accounting
905,59931130,UG,BSW  ,Bachelor of Social Work,6/30/20,BSW,Social Work
906,59932460,UG,BS   ,Bachelor of Science,4/24/20,BSMGT,Management
907,59935120,UG,BM   ,Bachelor of Music,12/10/21,BMPV,MUSIC PERFORMANCE: VOCAL
908,59936450,UG,BS   ,Bachelor of Science,4/24/20,BSPSY,Psychology
909,59937780,UG,BS   ,Bachelor of Science,4/24/20,BSFIN,Finance
910,59941770,UG,BS   ,Bachelor of Science,12/10/20,BIOPR,BIOLOGY: PRE-MED
911,59947090,UG,BS   ,Bachelor of Science,8/10/20,BSLDR,Organizational Leadership
912,59948420,UG,BS   ,Bachelor of Science,12/13/19,BSSMB,SPORT MANAGEMENT: BUSINESS
913,59949750,UG,BS   ,Bachelor of Science,4/26/19,BSCYF,"CHILDREN, YOUTH, & FAMILY MINISTRIES"
914,59951080,UG,BS   ,Bachelor of Science,12/13/19,BSMUB,MUSIC BUSINESS
915,59956400,UG,BS   ,Bachelor of Science,4/24/20,BSKEX,Kinesiology: Exercise Science
916,59957730,UG,BS   ,Bachelor of Science,4/24/20,SDSSC,Secondary Social Sciences
917,51967090,UG,BS   ,Bachelor of Science,4/26/19,BSBCT,BROADCASTING
918,87242680,UG,BS   ,Bachelor of Science,8/31/21,BSPSO,PSYCHOLOGY (SN)
919,59959060,UG,BS   ,Bachelor of Science,6/30/20,BSPLS,Political Science
920,59961720,UG,BS   ,Bachelor of Science,4/24/20,BSKPT,Kinesiology: Pre-Physical Therapy
921,59965710,UG,BS   ,Bachelor of Science,12/13/19,BSLDR,Organizational Leadership
922,59968370,UG,BS   ,Bachelor of Science,4/24/20,BSPMN,PRACTICAL MINISTRIES
923,59969700,UG,BS   ,Bachelor of Science,4/26/19,BSDJR,DIGITAL JOURNALISM
924,59972360,UG,BS   ,Bachelor of Science,4/26/19,BSCOM,COMMUNICATION
925,59973690,UG,BS   ,Bachelor of Science,4/24/20,BSACT,Accounting
926,59975020,UG,BS   ,Bachelor of Science,6/10/20,ELEMK,Elementary Education
927,59976350,UG,BS   ,Bachelor of Science,6/30/20,BSLDR,Organizational Leadership
928,59977680,UG,BS   ,Bachelor of Science,12/13/19,BSMGT,Management
929,59979010,UG,BS   ,Bachelor of Science,4/24/20,BSSME,SPORT MANAGEMENT: PE & COACHING
930,59980340,UG,BS   ,Bachelor of Science,4/26/19,BSPMN,PRACTICAL MINISTRIES
931,59986990,UG,BME  ,Bachelor of Music Educati,4/24/20,BMED,Music Education
932,59996300,UG,BS   ,Bachelor of Science,4/24/20,ELEMK,Elementary Education
933,59997630,UG,BS   ,Bachelor of Science,4/24/20,BSMLX,MINISTERIAL LEADERSHIP (SN)
934,59998960,UG,BS   ,Bachelor of Science,4/24/20,ELEMK,Elementary Education
935,45128230,UG,BS   ,Bachelor of Science,4/26/19,ELEMK,Elementary Education
936,54440890,UG,BS   ,Bachelor of Science,12/14/18,BSMUB,MUSIC BUSINESS
937,57773870,UG,BS   ,Bachelor of Science,12/14/18,ELEMK,Elementary Education
938,57775200,UG,BS   ,Bachelor of Science,12/14/18,BSPMN,PRACTICAL MINISTRIES
939,60004280,UG,BS   ,Bachelor of Science,5/4/18,BSCRM,Criminal Justice
940,60006940,UG,BS   ,Bachelor of Science,3/20/20,BSMLM,Ministerial Leadership: Christian Ministry (SN)
941,60008270,UG,BS   ,Bachelor of Science,7/31/20,BSWME,WORSHIP MINISTRIES (SN)
942,60010930,UG,BS   ,Bachelor of Science,4/26/19,BSLDO,Organizational Leadership (SN)
943,60013590,UG,BS   ,Bachelor of Science,3/8/22,BSKEX,Kinesiology: Exercise Science
944,60017580,UG,BS   ,Bachelor of Science,3/10/21,BSFLM,Film Production
945,60021570,UG,BA   ,Bachelor of Arts,12/13/19,BAENG,ENGLISH
946,60024230,UG,BS   ,Bachelor of Science,7/10/20,BSFLM,Film Production
947,60025560,UG,BS   ,Bachelor of Science,12/14/18,BSPMN,PRACTICAL MINISTRIES
948,60026890,UG,BS   ,Bachelor of Science,8/20/20,BSSMB,SPORT MANAGEMENT: BUSINESS
949,60030880,UG,BS   ,Bachelor of Science,4/26/19,ELEMK,Elementary Education
950,60032210,UG,BS   ,Bachelor of Science,4/24/20,BSPSY,Psychology
951,60034870,UG,BS   ,Bachelor of Science,12/10/20,BSN,Nursing
952,60040190,UG,BS   ,Bachelor of Science,12/10/21,BSMCO,MINISTERIAL LEADERSHIP: CHRISTIAN MINISTRY (SN)
953,60041520,UG,BS   ,Bachelor of Science,4/24/20,BSPSY,Psychology
954,57421420,UG,BME  ,Bachelor of Music Educati,12/13/19,BMED,Music Education
955,51786210,UG,BSW  ,Bachelor of Social Work,5/4/18,BSW,Social Work
956,57733970,UG,BS   ,Bachelor of Science,12/13/19,BSN,Nursing
957,60044180,UG,BS   ,Bachelor of Science,6/30/21,BSMLX,MINISTERIAL LEADERSHIP (SN)
958,60045510,UG,BA   ,Bachelor of Arts,4/24/20,BAHIS,HISTORY
959,60048170,UG,BS   ,Bachelor of Science,4/30/21,BIOPR,BIOLOGY: PRE-MED
960,60050830,UG,BS   ,Bachelor of Science,4/24/20,BSCYF,"CHILDREN, YOUTH, & FAMILY MINISTRIES"
961,60053490,UG,BS   ,Bachelor of Science,4/26/21,SDSSC,Secondary Social Sciences
962,60056150,UG,BS   ,Bachelor of Science,12/13/19,BSGRD,Graphic Design
963,60062800,UG,BA   ,Bachelor of Arts,12/13/19,BAMDS,Multidisciplinary Studies
964,60065460,UG,BM   ,Bachelor of Music,4/24/20,BMPI,MUSIC PERFORMANCE: INSTRUMENTAL
965,60070780,UG,BS   ,Bachelor of Science,10/31/19,ELEMK,Elementary Education
966,60072110,UG,BME  ,Bachelor of Music Educati,6/30/20,BMED,Music Education
967,60073440,UG,BS   ,Bachelor of Science,4/30/21,BSBIV,Biology: Veterinary Medicine
968,60074770,UG,BS   ,Bachelor of Science,8/10/20,BSLGS,Legal Studies
969,60076100,UG,BME  ,Bachelor of Music Educati,12/10/20,BMED,Music Education
970,60077430,UG,BS   ,Bachelor of Science,5/4/18,BSPSY,Psychology
971,60078760,UG,BS   ,Bachelor of Science,4/24/20,BSMGT,Management
972,60080090,UG,BS   ,Bachelor of Science,4/24/20,BSN,Nursing
973,78520540,UG,BS   ,Bachelor of Science,4/27/23,BSN,Nursing
974,51498930,UG,BS   ,Bachelor of Science,5/4/18,BSMNL,MINISTERIAL LEADERSHIP (SN)
975,60085410,UG,BS   ,Bachelor of Science,4/24/20,BSACT,Accounting
976,60088070,UG,BS   ,Bachelor of Science,4/24/20,BSPSY,Psychology
977,60093390,UG,BS   ,Bachelor of Science,4/24/20,BSN,Nursing
978,60096050,UG,BS   ,Bachelor of Science,4/24/20,BSMUB,MUSIC BUSINESS
979,60097380,UG,BS   ,Bachelor of Science,12/13/19,BSPSO,PSYCHOLOGY (SN)
980,60100040,UG,BS   ,Bachelor of Science,4/24/20,BSMUB,MUSIC BUSINESS
981,60102700,UG,BS   ,Bachelor of Science,10/31/19,BSCRM,Criminal Justice
982,60104030,UG,BA   ,Bachelor of Arts,4/24/20,BAWM,WORSHIP MINISTRIES
983,60108020,UG,BS   ,Bachelor of Science,12/10/20,BSACT,Accounting
984,60112010,UG,BSW  ,Bachelor of Social Work,4/24/20,BSW,Social Work
985,60117330,UG,BS   ,Bachelor of Science,4/24/20,BSN,Nursing
986,60118660,UG,BS   ,Bachelor of Science,4/24/20,BSCOM,COMMUNICATION
987,60121320,UG,BS   ,Bachelor of Science,4/24/20,BSMLX,MINISTERIAL LEADERSHIP (SN)
988,60122650,UG,BS   ,Bachelor of Science,12/13/19,BSLDO,Organizational Leadership (SN)
989,60123980,UG,BS   ,Bachelor of Science,12/14/18,BSMKT,Marketing
990,49526540,UG,BS   ,Bachelor of Science,6/28/22,BPMCO,MINISTERIAL LEADERSHIP: CHRISTIAN MINISTRY (PA-O)
991,60126640,UG,BS   ,Bachelor of Science,4/24/20,BSSMB,SPORT MANAGEMENT: BUSINESS
992,60131960,UG,BS   ,Bachelor of Science,12/13/19,BSHUS,Human Services (SN)
993,60133290,UG,BSW  ,Bachelor of Social Work,4/26/19,BSW,Social Work
994,60137280,UG,BS   ,Bachelor of Science,4/24/20,BSLDR,Organizational Leadership
995,60139940,UG,BS   ,Bachelor of Science,6/28/22,BSPSO,PSYCHOLOGY (SN)
996,60141270,UG,BSW  ,Bachelor of Social Work,7/10/20,BSW,Social Work
997,60142600,UG,BS   ,Bachelor of Science,12/13/19,BSN,Nursing
998,60146590,UG,BS   ,Bachelor of Science,4/26/19,BSBIO,General Biology
999,60147920,UG,BS   ,Bachelor of Science,9/30/20,BSDJR,DIGITAL JOURNALISM
1000,60153240,UG,BS   ,Bachelor of Science,4/24/20,BSACT,Accounting
1001,60155900,UG,BS   ,Bachelor of Science,9/30/19,BSSMB,SPORT MANAGEMENT: BUSINESS
1002,60159890,UG,BSW  ,Bachelor of Social Work,4/24/20,BSW,Social Work
1003,60165210,UG,BS   ,Bachelor of Science,5/31/21,BSMUB,MUSIC BUSINESS
1004,60169200,UG,BS   ,Bachelor of Science,4/26/19,BSLDR,Organizational Leadership
1005,60170530,UG,BS   ,Bachelor of Science,4/24/20,BSPMN,PRACTICAL MINISTRIES
1006,50895110,UG,BS   ,Bachelor of Science,5/4/18,BSLDR,Organizational Leadership
1007,50900430,UG,BS   ,Bachelor of Science,5/4/18,BSCOM,COMMUNICATION
1008,60175850,UG,BS   ,Bachelor of Science,12/13/19,BSPSY,Psychology
1009,60179840,UG,BS   ,Bachelor of Science,4/24/20,BSBCT,BROADCASTING
1010,60189150,UG,BS   ,Bachelor of Science,4/24/20,BSKEX,Kinesiology: Exercise Science
1011,60191810,UG,BS   ,Bachelor of Science,12/13/19,BSBCT,BROADCASTING
1012,60195800,UG,BS   ,Bachelor of Science,4/24/20,BSN,Nursing
1013,60198460,UG,BS   ,Bachelor of Science,12/13/19,BSGRD,Graphic Design
1014,60201120,UG,BS   ,Bachelor of Science,12/13/19,BSPMN,PRACTICAL MINISTRIES
1015,60205110,UG,BS   ,Bachelor of Science,4/24/20,BSMGT,Management
1016,60207770,UG,BS   ,Bachelor of Science,4/24/20,BSMKT,Marketing
1017,60209100,UG,BS   ,Bachelor of Science,12/17/20,BSCOM,COMMUNICATION
1018,60213090,UG,BS   ,Bachelor of Science,12/13/19,BSKEX,Kinesiology: Exercise Science
1019,78668170,UG,BS   ,Bachelor of Science,5/8/23,ELEMK,Elementary Education
1020,78681470,UG,AA   ,Associate of Arts,4/24/20,AABUS,BUSINESS (DU)
1021,43533560,UG,BS   ,Bachelor of Science,12/10/20,BIOPR,BIOLOGY: PRE-MED
1022,60221070,UG,BS   ,Bachelor of Science,4/24/20,BSPSY,Psychology
1023,60222400,UG,BS   ,Bachelor of Science,12/10/20,BSBIO,General Biology
1024,60225060,UG,BS   ,Bachelor of Science,12/13/19,BSCOM,COMMUNICATION
1025,60226390,UG,BS   ,Bachelor of Science,4/26/19,BSMAT,Mathematics
1026,60229050,UG,BS   ,Bachelor of Science,4/24/20,BSPSY,Psychology
1027,60231710,UG,BS   ,Bachelor of Science,8/31/19,BSCOM,COMMUNICATION
1028,60233040,UG,BS   ,Bachelor of Science,10/31/20,BSCRM,Criminal Justice
1029,60237030,UG,BS   ,Bachelor of Science,4/26/19,BSGRD,Graphic Design
1030,60239690,UG,BS   ,Bachelor of Science,4/24/20,BSCRM,Criminal Justice
1031,60241020,UG,BS   ,Bachelor of Science,4/30/21,BSCMS,Communication & Mass Media (SN)
1032,60242350,UG,BBA  ,Bachelor of Busi Admin,4/30/21,BBA,Business Administration (SN)
1033,60246340,UG,BSW  ,Bachelor of Social Work,4/24/20,BSW,Social Work
1034,60247670,UG,BS   ,Bachelor of Science,12/10/21,BSGRD,Graphic Design
1035,60249000,UG,BS   ,Bachelor of Science,12/14/18,BSMLX,MINISTERIAL LEADERSHIP (SN)
1036,60250330,UG,BS   ,Bachelor of Science,2/28/21,BSCRM,Criminal Justice
1037,45460730,UG,BS   ,Bachelor of Science,12/10/21,BSMED,MUSIC EDUCATION (K-12)
1038,5361230,UG,BS   ,Bachelor of Science,5/4/18,BSCMN,CHURCH MINISTRY
1039,72211020,UG,BS   ,Bachelor of Science,4/30/21,BSMGT,Management
1040,78746640,UG,BA   ,Bachelor of Arts,8/23/22,BAGS,General Studies
1041,78789200,UG,BSW  ,Bachelor of Social Work,11/21/22,BSW,Social Work
1042,78795850,UG,AML  ,Assoc Min Leadership,12/13/19,AML,Ministerial Leadership (SN)
1043,56606130,UG,BS   ,Bachelor of Science,12/14/18,BSN,Nursing
1044,56610120,UG,BS   ,Bachelor of Science,8/31/18,BSKEX,Kinesiology: Exercise Science
1045,72253580,UG,BS   ,Bachelor of Science,11/15/23,ELEMK,Elementary Education
1046,53351620,UG,BS   ,Bachelor of Science,5/4/18,BSLDO,Organizational Leadership (SN)
1047,53125520,UG,BS   ,Bachelor of Science,5/3/22,BSMNL,MINISTERIAL LEADERSHIP (SN)
1048,53128180,UG,BS   ,Bachelor of Science,5/4/18,BSPSY,Psychology
1049,52614800,UG,BS   ,Bachelor of Science,5/4/18,BSKEX,Kinesiology: Exercise Science
1050,52618790,UG,BA   ,Bachelor of Arts,5/4/18,BAMDS,Multidisciplinary Studies
1051,52621450,UG,BS   ,Bachelor of Science,7/31/18,BSJPR,JOURNALISM: PUBLIC RELATIONS
1052,52625440,UG,BS   ,Bachelor of Science,5/4/18,BSPSY,Psychology
1053,89418560,UG,BS   ,Bachelor of Science,9/1/21,BSDMD,Digital Media & Design (SN)
1054,54427590,UG,BS   ,Bachelor of Science,12/14/18,BSN,Nursing
1055,72337370,UG,BS   ,Bachelor of Science,12/17/20,BSDMD,Digital Media & Design (SN)
1056,72429140,UG,BS   ,Bachelor of Science,12/10/20,BSLDR,Organizational Leadership
1057,65731260,UG,BS   ,Bachelor of Science,12/12/23,BSHSP,Interdisciplinary Studies: Human Svrs/Psy
1058,54252030,UG,BS   ,Bachelor of Science,5/4/18,BSINB,International Business
1059,54253360,UG,BA   ,Bachelor of Arts,12/14/18,BAENG,ENGLISH
1060,5125820,UG,BS   ,Bachelor of Science,5/4/18,BSCOM,COMMUNICATION
1061,72516920,UG,BS   ,Bachelor of Science,12/10/21,BSKEX,Kinesiology: Exercise Science
1062,72524900,UG,BS   ,Bachelor of Science,5/2/23,BSKPT,Kinesiology: Pre-Physical Therapy
1063,72540860,UG,BS   ,Bachelor of Science,4/28/22,BSN,Nursing
1064,72542190,UG,BS   ,Bachelor of Science,4/28/22,BSMGT,Management
1065,56775040,UG,BS   ,Bachelor of Science,12/14/18,BSMGT,Management
1066,4601800,UG,BS   ,Bachelor of Science,3/31/18,SDENG,Secondary English
1067,103161450,UG,BS   ,Bachelor of Science,6/27/23,BSPSY,Psychology
1068,82912200,UG,BA   ,Bachelor of Arts,12/7/23,BAGRD,Graphic Design
1069,107026430,UG,AA   ,Associate of Arts,12/8/22,AAGN,General Education
1070,57861650,UG,BS   ,Bachelor of Science,4/26/19,BSLDR,Organizational Leadership
1071,57862980,UG,BS   ,Bachelor of Science,8/31/19,BSPMN,PRACTICAL MINISTRIES
1072,57864310,UG,BS   ,Bachelor of Science,4/26/19,BSKEX,Kinesiology: Exercise Science
1073,50540000,UG,BBA  ,Bachelor of Busi Admin,12/10/21,BBAMC,MARKETING & COMMUNICATION (SN)
1074,46925060,UG,BS   ,Bachelor of Science,8/31/18,BSCHM,CHURCH MUSIC
1075,88881240,UG,BS   ,Bachelor of Science,4/30/21,BSCMS,Communication & Mass Media (SN)
1076,38954370,UG,BS   ,Bachelor of Science,12/14/18,BSMNL,MINISTERIAL LEADERSHIP (SN)
1077,124839120,UG,BBA  ,Bachelor of Busi Admin,12/15/22,BBA,Business Administration (SN)
1078,49253890,UG,BS   ,Bachelor of Science,8/31/18,BSKEX,Kinesiology: Exercise Science
1079,49255220,UG,BA   ,Bachelor of Arts,5/4/18,BAHIS,HISTORY
1080,57486590,UG,BS   ,Bachelor of Science,12/14/18,BSBCT,BROADCASTING
1081,57490580,UG,BS   ,Bachelor of Science,4/24/20,BSACT,Accounting
1082,3033730,UG,BS   ,Bachelor of Science,12/14/18,BSPSY,Psychology
1083,72679180,UG,BBA  ,Bachelor of Busi Admin,6/30/21,BBA,Business Administration (SN)
1084,114735110,UG,AML  ,Assoc Min Leadership,6/27/23,AML,Ministerial Leadership (SN)
1085,56737800,UG,BS   ,Bachelor of Science,4/24/20,BSKEX,Kinesiology: Exercise Science
1086,56740460,UG,BS   ,Bachelor of Science,7/27/22,ELEMK,Elementary Education
1087,56741790,UG,BA   ,Bachelor of Arts,12/14/18,BAENG,ENGLISH
1088,55704390,UG,BSW  ,Bachelor of Social Work,12/14/18,BSW,Social Work
1089,55705720,UG,BS   ,Bachelor of Science,4/26/19,BSPSY,Psychology
1090,55708380,UG,BA   ,Bachelor of Arts,11/30/18,BAEIC,ENGLISH & INTERCULTURAL STUDIES
1091,62420890,UG,AML  ,Assoc Min Leadership,7/31/19,AML,Ministerial Leadership (SN)
1092,62424880,UG,AML  ,Assoc Min Leadership,5/4/18,AML,Ministerial Leadership (SN)
1093,62438180,UG,BS   ,Bachelor of Science,5/4/18,BSDMD,Digital Media & Design (SN)
1094,124241950,UG,BS   ,Bachelor of Science,12/7/23,BSCJS,Criminal Justice & Legal Studies
1095,47434450,UG,BS   ,Bachelor of Science,12/13/19,BSMNL,MINISTERIAL LEADERSHIP (SN)
1096,57299060,UG,BS   ,Bachelor of Science,10/31/19,BSHUS,Human Services (SN)
1097,72729720,UG,AML  ,Assoc Min Leadership,8/20/20,AML,Ministerial Leadership (SN)
1098,72731050,UG,BS   ,Bachelor of Science,12/13/19,BSHUS,Human Services (SN)
1099,72739030,UG,BS   ,Bachelor of Science,12/13/19,BSDMD,Digital Media & Design (SN)
1100,62462120,UG,AA   ,Associate of Arts,12/17/20,AAGN,General Education
1101,95712120,UG,BBA  ,Bachelor of Busi Admin,5/2/23,BBA,Business Administration (SN)
1102,57304380,UG,BS   ,Bachelor of Science,8/20/20,BSCRO,Criminal Justice (SN)
1103,3186680,UG,BS   ,Bachelor of Science,5/3/22,BSBPL,Business & Professional Leadership (SN)
1104,3189340,UG,BS   ,Bachelor of Science,4/26/19,BSMAT,Mathematics
1105,72818830,UG,BS   ,Bachelor of Science,12/17/20,BSLDO,Organizational Leadership (SN)
1106,62483400,UG,BS   ,Bachelor of Science,4/27/23,BSBIM,Biology: Medical Sciences
1107,62486060,UG,BS   ,Bachelor of Science,5/4/18,BSSMB,SPORT MANAGEMENT: BUSINESS
1108,62487390,UG,BS   ,Bachelor of Science,4/24/20,BSMNL,MINISTERIAL LEADERSHIP (SN)
1109,3966060,UG,BS   ,Bachelor of Science,5/4/18,BSYFM,YOUTH & FAMILY MINISTRIES
1110,3968720,UG,BS   ,Bachelor of Science,7/31/18,BIOPR,BIOLOGY: PRE-MED
1111,3209290,UG,BA   ,Bachelor of Arts,6/30/21,BAMMN,MISSIONAL MINISTRIES
1112,62528620,UG,BA   ,Bachelor of Arts,4/29/22,BAMDS,Multidisciplinary Studies
1113,48314910,UG,BS   ,Bachelor of Science,4/26/19,BSBCT,BROADCASTING
1114,48316240,UG,BS   ,Bachelor of Science,12/13/19,BSMUB,MUSIC BUSINESS
1115,48317570,UG,BS   ,Bachelor of Science,4/24/20,BSPR,PUBLIC RELATIONS
1116,48318900,UG,BA   ,Bachelor of Arts,5/4/18,BAMDS,Multidisciplinary Studies
1117,48324220,UG,BS   ,Bachelor of Science,4/26/19,BSN,Nursing
1118,57889580,UG,BS   ,Bachelor of Science,5/4/18,BSGRD,Graphic Design
1119,57890910,UG,BS   ,Bachelor of Science,4/26/19,ELEMK,Elementary Education
1120,4561900,UG,BS   ,Bachelor of Science,5/4/18,SDENG,Secondary English
1121,4564560,UG,BS   ,Bachelor of Science,5/4/18,BSPSY,Psychology
1122,48269690,UG,BS   ,Bachelor of Science,9/30/18,BSSMB,SPORT MANAGEMENT: BUSINESS
1123,53505900,UG,BS   ,Bachelor of Science,10/31/19,BSBIO,General Biology
1124,134884610,UG,BS   ,Bachelor of Science,8/22/23,BSGS,General Studies
1125,62576500,UG,BBA  ,Bachelor of Busi Admin,8/20/20,BBA,Business Administration (SN)
1126,62585810,UG,BFA  ,Bachelor of Fine Arts,4/30/21,BFACW,Creative Writing
1127,126686490,UG,BS   ,Bachelor of Science,12/12/23,BSMCO,MINISTERIAL LEADERSHIP: CHRISTIAN MINISTRY (SN)
1128,44488500,UG,BSW  ,Bachelor of Social Work,5/4/18,BSW,Social Work
